Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,age
-1,1,3,0,-3,0,3.333333333,5.333333333,17.33333333,11.33333333,21.77777778,16.22222222,5.555555556,4.444444444,33.77777778,22.77777778,1,7.555555556,3.888888889,-1.555555556,-0.1111111111,44.66666667,32,0.1355555556,1.333333333,0.8888888889,-1.777777778,-0.3433333333,59,47.33333333,-3,-3,5.111111111,0.5555555556,6.666666667,3.111111111,21.44444444,15.33333333,-17.11111111,-11.88888889,2.888888889,2.777777778,0,3,3.222222222,0.1111111111,0,11,6.555555556,0.14,-0.3333333333,9.666666667,4.444444444,0.2833333333,-9.666666667,-12.22222222,-18,265.7777778,-1,0,0,-1,0,-4,0,-5,-7.62,-17.78,0,1
1,1,3,0,-2,0,4.57312253,4.851778656,6.575098814,4.081027668,32.61067194,13.54545455,6.606719368,5.717391304,38.00592885,15.73320158,0.00395256917,3.213438735,2.758893281,1.106719368,-0.08498023715,45.79249012,23.34387352,0.04199604743,-0.1699604743,5.727272727,1.695652174,-0.162826087,73.76284585,49.36561265,0,-1,1.701581028,1.875494071,7.869565217,5.679841897,24.31027668,11.41897233,0.5909090909,0.7766798419,29.03162055,13.81620553,0.09486166008,2.037549407,2.183794466,0.4486166008,-0.0790513834,32.77075099,17.87549407,0.0847826087,0.2885375494,2.06916996,1.391304348,0.1220355731,49.1798419,32.51581028,17,354.3438735,0,0,2,6,3,-11,0,0,-5.08,-15.24,0,5
1,1,3,0,0,0,9.5,4,-6.5,-4.5,154,48,-20,-15.5,110,16.5,0.5,8,7.5,0.5,0,127.5,28,-0.22,0,3.5,2,0.125,137.5,36.5,0,0,-9,-10,-20.5,-16.5,101.5,28.5,1.5,1.5,93.5,26.5,0,-2,-3,0.5,0,82.5,13.5,-0.29,0,2.5,0.5,0.125,113,39.5,3,570.5,0,0,0,2,-2,0,0,0,-5.08,2.54,0,10
-1,1,3,0,-1,0,-12,-6.5,7.5,0.5,-1,-10.5,36,20.5,68,31,0,-13.5,-14,4,-0.5,42.5,10.5,-0.11,0,10,5.5,0.29,56,15.5,-1,0,-1,-1,6,6,-12.5,6.5,11.5,10.5,11.5,29.5,0,-5.5,-5.5,-0.5,-0.5,5,23,0.245,1,-7.5,-1,-0.135,6.5,22.5,-3,0,-1,0,-2,1,0,0,0,-1,-2.54,2.54,-10,-2
-1,1,3,1,0,0,4.083333333,3.702380952,1.285714286,1.107142857,-11.69047619,-4.023809524,-8.928571429,-7.035714286,-23.0952381,-13.42857143,0.1428571429,-0.3214285714,-0.2261904762,0.04761904762,0.2380952381,-19.33333333,-9.952380952,-0.0005952380952,0.6785714286,-3.964285714,-1.30952381,0.1675,-13.78571429,-3.261904762,0,5,2.297619048,1.916666667,0.3095238095,0.619047619,-23.29761905,-5.416666667,3.404761905,1.416666667,-24.95238095,-8.345238095,-0.1904761905,3.071428571,3.047619048,0.9523809524,0.3333333333,-19.58333333,-3.380952381,0.1560714286,0.6547619048,0.8214285714,-0.2976190476,-0.06476190476,-10.92857143,4.452380952,21,-5.357142857,1,0,0,-1,1,4,0,4,-2.54,2.54,0,0
1,1,3,0,1,0,-1.9,0.6,-5.8,-2.4,-14.9,16.4,14.5,12.6,0.9,30.1,0.2,-5.2,-4.1,2,-0.1,-6.2,26.6,0.35,-0.6,0.5,1.8,0.281,-8.5,25.6,0,-3,-1.7,-1.3,-3.3,-1.9,-7.4,-13.9,-1.8,-1.1,-8.4,-14,0,-2.4,-1.6,0,-0.2,-12.5,-16.9,-0.334,-0.3,0.7,0.3,-0.094,-8.2,-14.9,-17,-8.8,0,0,0,-3,1,-3,0,-5,0,-2.54,0,-8
1,1,3,2,0,0,-6.916666667,-1.916666667,1.25,2,-108,-24.33333333,1.75,1.5,-98.41666667,-19.41666667,0,0.3333333333,0.5,-0.1666666667,0,-105,-20.83333333,0.2116666667,-0.25,-1,0.4166666667,0.3483333333,-104.9166667,-19.75,-1,2,-10.25,-3.583333333,-1.75,-0.9166666667,-33.25,-3.416666667,8.583333333,6.916666667,-1.583333333,14.75,-0.1666666667,-14.58333333,-8.583333333,1.5,0,-26.41666667,2.583333333,0.1941666667,0.25,0.75,1.916666667,0.1741666667,2.333333333,26.83333333,0,-313.3333333,0,0,1,-1,0,-1,0,-1,15.24,10.16,0,0
-1,1,5,0,0,0,12.03571429,10.28571429,19.01785714,11.78571429,3.446428571,9.375,4.625,4.071428571,14.375,13.69642857,-0.1071428571,0.6785714286,1.25,-0.07142857143,-0.05357142857,27.08928571,25.23214286,0.1067857143,-0.3928571429,0.625,0.3571428571,-0.03321428571,48.125,45.33928571,0,2,-2.089285714,-1.107142857,3.285714286,1.535714286,-9.75,5.535714286,2.892857143,1.017857143,4.535714286,13.375,0.07142857143,-6.017857143,-4.178571429,-0.2142857143,0,-3.571428571,8.089285714,0.05375,0.4464285714,1.482142857,-0.03571428571,0.05625,-20.05357143,-5.482142857,10,-104.6428571,-2,0,1,3,1,-1,0,4,-10.16,-7.62,0,1
1,1,3,1,-1,0,4.277173913,3.831521739,-1.657608696,-0.7826086957,-8.760869565,0.005434782609,2.788043478,1.923913043,-16.58695652,-6.467391304,0.5326086957,4.679347826,3.782608696,-0.2445652174,0.04347826087,-7.630434783,1.14673913,0.1479891304,0.2608695652,-0.2010869565,0.005434782609,0.005434782609,-7.527173913,0.9130434783,14,2,-2.25,-1.195652174,1.184782609,0.875,-16.08695652,-2.489130435,5.059782609,3.364130435,-13.92391304,-1.233695652,-0.2445652174,6.331521739,4.179347826,-1.092391304,0.04347826087,-9.842391304,1.75,0.003967391304,0.04891304348,-0.3206521739,-1.217391304,-0.1426630435,1.168478261,13.50543478,41,115.8858696,13,0,0,2,8,3,0,13,7.62,0,0,9
-1,1,3,0,4,0,0.5256410256,1.833333333,11.83333333,8.192307692,-48.65384615,-10.65384615,28.24358974,20.15384615,-15.76923077,10.55128205,0.358974359,6.666666667,5.307692308,1.41025641,0.1666666667,-8.576923077,17.69230769,0.1643589744,0.2692307692,5.115384615,1.743589744,0.2735897436,-7.115384615,18.42307692,-1,-3,-8.192307692,-5.064102564,0.07692307692,-0.8333333333,-67.47435897,-18.8974359,-8.807692308,-5.038461538,-56.30769231,-12.42307692,0.01282051282,-11.70512821,-7.282051282,0.1153846154,0.1666666667,-76.20512821,-24.76923077,-0.01884615385,0,-1.423076923,0.5384615385,0.323974359,-90.01282051,-36.23076923,-30,-262.474359,-11,0,0,-3,-1,0,0,-4,-2.54,2.54,0,-2
-1,1,3,0,0,0,21.52,9.32,-3,-1.84,187.52,61.96,-8.52,-4.52,161.96,49.6,-0.52,-7.48,-3.32,-0.92,-0.08,176,55.6,-0.1064,-0.24,-0.8,-0.52,-0.3196,162.6,44.16,-6,-10,1.12,-0.8,2.2,-0.24,75.68,36.36,-6.48,-4.64,55.8,21.08,-0.24,14.48,11.2,-1.8,-0.12,71.4,31.48,-0.004,-0.4,-4.72,-1.76,-0.3076,56.68,18.36,-58,230.44,-1,0,-1,-4,-7,-1,-1,-14,10.16,2.54,0,-9
1,1,3,2,-2,0,0.625,0.625,0.375,0.875,-100,-40.25,-6.625,-5.125,-95.375,-37.25,0,-11.5,-7.875,-1.25,-0.5,-106.25,-44.5,0.03625,0,0.5,-0.125,-0.28125,-106.75,-44.875,1,2,-15.25,-5.625,2.375,3.5,-161.125,-65.125,-2.25,0.625,-128.5,-42,0,-17.25,-13.375,0.25,-0.25,-161,-61,0.01875,0.125,-3.75,0,0.02875,-149,-51.25,9,-197.625,1,0,1,0,1,0,0,2,-10.16,-10.16,0,4
-1,1,3,0,0,0,0.2727272727,2.818181818,-0.6363636364,1.090909091,7.454545455,5,16.72727273,13.63636364,23.72727273,18.27272727,-0.3636363636,-0.4545454545,-1.363636364,4.818181818,0.7272727273,23.54545455,19.72727273,0.1345454545,0.8181818182,-0.09090909091,-0.09090909091,-0.09090909091,17.63636364,15.54545455,-1,-5,-1,0.8181818182,-2.818181818,-0.8181818182,-12.36363636,-2.363636364,7,3.272727273,-3.727272727,1.454545455,-0.09090909091,-3.454545455,-2.181818182,0.2727272727,-0.1818181818,-8.181818182,0.09090909091,0.08272727273,0.6363636364,5.727272727,2.181818182,0.1327272727,-6.636363636,4,-21,323.8181818,0,0,-1,0,-4,0,0,-5,7.62,10.16,0,-15
1,1,3,2,0,0,6.333333333,6,7.666666667,6.666666667,92.33333333,34.66666667,7,5.333333333,90.33333333,33.33333333,0.3333333333,10.33333333,7.333333333,0,0,107,46.66666667,-0.06666666667,-3.333333333,-0.3333333333,0.6666666667,0.2766666667,139.6666667,76.33333333,0,2,-3.333333333,-4.333333333,9.666666667,4.666666667,52.33333333,28.33333333,-37,-27.33333333,39,19.66666667,0.3333333333,-10.66666667,-9.666666667,-3.666666667,0,25,5.666666667,-0.07,-1,-5.333333333,-2.666666667,-0.1666666667,-32.66666667,-33,4,-326.6666667,0,0,0,0,0,0,0,0,5.08,0,0,8
1,1,3,0,0,0,-4.083333333,-3.083333333,-6.944444444,-5.638888889,10.5,4.75,-1.444444444,-0.5,10.19444444,4.555555556,-0.02777777778,-4,-2.861111111,0.8888888889,0,2.111111111,-1.388888889,-0.003055555556,-0.25,0.6666666667,0.1944444444,-0.0375,-2.222222222,-4.861111111,0,1,-2.222222222,-2.083333333,-11.86111111,-8.527777778,30.47222222,2.944444444,0.4444444444,0.6388888889,18,-5.388888889,0.5,3.277777778,2.527777778,-0.08333333333,0.25,19.05555556,-4.944444444,-0.1775,-0.1111111111,-1.333333333,-0.25,-0.06444444444,8.333333333,-14.91666667,9,74.25,0,0,2,0,1,0,-1,2,2.54,0,0,8
-1,1,3,-6,0,0,-0.6538461538,-1.846153846,-4.5,-3.653846154,11.88461538,-6.692307692,5.961538462,2.538461538,8.884615385,-10.38461538,-0.03846153846,5.115384615,4.423076923,0.2692307692,0,13.34615385,-7.807692308,-0.1707692308,0.07692307692,4.923076923,1.423076923,0.02653846154,9.653846154,-14.53846154,1,-2,-7.076923077,-4.692307692,-2.692307692,-1.384615385,-7.730769231,-9.576923077,-8.923076923,-5.307692308,-5.346153846,-6.653846154,0.1538461538,-6.923076923,-4.923076923,-0.4230769231,-0.2692307692,-19.34615385,-16.26923077,-0.09076923077,0.7307692308,-3.192307692,-0.6923076923,-0.1073076923,-45.57692308,-40.96153846,-7,-85.42307692,-11,0,3,4,-4,0,-1,2,-5.08,0,0,-3
